;Total Volume
31;1811.7
32;2141.08
33;2184.05
34;4770.93
35;6631.49
36;2879.62
37;1877.52
38;1702.0
39;2723.62
40;1755.09
41;2478.0
42;2708.59
43;2035.58
44;1386.85
45;1791.51
46;2118.66
47;1767.3
48;1648.84
49;1459.37
50;1614.56
51;2288.44
0;51768.23
1;43696.22
2;46565.74
3;43426.6
4;45599.48
5;46456.92
6;45159.24
7;49231.83
8;54907.07
9;55916.99
10;57077.28
11;60162.15
12;53587.09
13;52253.69
14;54619.72
15;62767.95
16;74083.65
17;69033.16
18;74965.16
19;69867.41
20;81469.58
21;68742.23
22;67600.74
23;69690.43
24;72375.15
25;72541.61
26;67201.29
27;67376.23
28;75740.17
29;84677.56
30;89469.59
31;107181.78
32;130073.74
33;107735.95
34;102916.4
35;83253.18
36;84443.98
37;76027.78
38;68150.51
39;64688.75
40;57978.41
41;58939.14
42;73251.74
43;62339.44
44;75957.01
45;67813.61
46;64774.28
47;72159.84
48;54932.83
49;52559.1
50;65483.08
51;58065.35
0;3895.76
1;3764.64
2;4594.71
3;4204.87
4;5143.41
5;4282.27
6;4964.88
7;5305.71
8;4965.1
9;5077.17
10;4679.4
11;4976.32
12;5092.36
13;4352.18
14;4181.32
15;6742.51
16;8225.49
17;7100.18
18;7768.64
19;7201.85
20;7442.75
21;8082.85
22;9173.77
23;7731.85
24;7754.71
25;7148.26
26;5890.95
27;5259.46
28;4985.34
29;6725.04
30;4984.2
31;6578.36
32;6367.54
33;9466.36
34;4529.02
35;4821.3
36;9167.42
37;6607.74
38;5251.04
39;4455.04
40;3813.7
41;3199.37
42;4231.32
43;4269.61
44;9791.87
45;10581.74
46;4614.78
47;4205.27
48;4448.88
49;3118.58
50;2892.29
51;3966.0
0;2215.74
1;1822.24
2;1529.16
3;2211.53
4;2041.47
5;1355.67
6;1750.47
7;3512.7
8;1713.35
9;3314.76
10;3148.46
11;3133.63
12;3044.44
13;1747.11
14;2119.22
15;2353.2
16;2570.94
17;4600.76
18;2273.57
19;2797.39
20;2448.58
21;1577.51
22;1341.9
23;2364.55
24;2227.05
25;2228.5
26;2478.05
27;2778.44
28;2261.61
29;1773.44
30;2718.12
31;1654.85
32;1783.16
33;1417.42
34;1469.41
35;2747.19
36;2378.18
37;2603.66
38;4820.36
39;3330.37
40;2568.19
41;2954.83
42;1574.72
43;2478.78
44;3561.9
45;5151.37
46;3532.67
47;2013.46
48;1278.14
49;4739.17
50;1492.44
51;2604.25
0;21565.58
1;24549.47
2;23927.09
3;18494.23
4;9962.63
5;13438.23
6;13622.89
7;13935.65
8;12422.6
9;15727.43
10;12935.87
11;12517.38
12;15454.59
13;17054.18
14;17916.34
15;14667.53
16;19296.46
17;16541.9
18;15343.33
19;16293.09
20;17137.24
21;13852.18
22;12784.61
23;13745.4
24;10799.02
25;9519.72
26;16746.9
27;15733.14
28;22931.78
29;15733.56
30;17646.52
31;18746.25
32;21815.46
33;23195.0
34;18576.24
35;16170.46
36;24265.78
37;25674.65
38;14907.54
39;16567.2
40;15438.68
41;16570.75
42;19904.38
43;20787.25
44;16620.69
45;25037.76
46;22571.11
47;24697.84
48;14337.32
49;9204.78
50;14817.97
51;17328.24
0;75884.69
1;73826.41
2;76466.85
3;67245.25
4;48901.36
5;55389.85
6;52680.94
7;54182.7
8;48955.21
9;56802.46
10;51045.02
11;55097.44
12;53701.26
13;41882.91
14;47669.22
15;49376.19
16;64445.98
17;50307.57
18;54255.52
19;47299.93
20;59179.16
21;51879.97
22;45208.21
23;47878.48
24;40245.19
25;45881.11
26;56485.02
27;48785.22
28;65593.37
29;57645.02
30;63807.3
31;63674.1
32;68435.46
33;68804.21
34;67904.99
35;53200.63
36;60348.96
37;69377.2
38;52969.72
39;46496.41
40;44128.54
41;43012.32
42;60655.7
43;56799.83
44;56898.92
45;57627.38
46;65898.99
47;63537.1
48;40358.44
49;35304.15
50;50079.81
51;48280.46
0;8119.93
1;9262.66
2;8029.92
3;9278.66
4;8205.88
5;9580.4
6;9930.12
7;8340.73
8;8260.25
9;7858.07
10;7919.94
11;8749.6
12;9011.35
13;5374.57
14;6799.27
15;7465.69
16;6936.51
17;8005.96
18;9116.19
19;8259.26
20;8552.32
21;9346.73
22;7510.46
23;8067.82
24;8821.58
25;10419.6
26;8515.11
27;8028.95
28;8633.7
29;8091.22
30;8889.38
31;7515.96
32;8208.44
33;7575.34
34;7982.59
35;7583.31
36;7468.8
37;7094.98
38;8444.82
39;6433.37
40;8083.91
41;5599.89
42;6756.78
43;6940.73
44;6267.8
45;7199.17
46;7856.82
47;6551.44
48;6757.39
49;7618.91
50;6485.3
51;7301.3
0;3110.45
1;2850.72
2;2437.13
3;2811.06
4;2082.98
5;2375.83
6;2903.44
7;3067.94
8;3127.26
9;2905.07
10;2804.82
11;3285.94
12;2990.97
13;2490.3
14;3252.5
15;2895.23
16;3337.29
17;3081.43
18;3760.73
19;5843.23
20;4599.05
21;4054.1
22;6023.21
23;5031.11
24;5281.36
25;2529.35
26;2804.46
27;2442.88
28;3012.55
29;2834.45
30;3350.22
31;2640.04
32;2730.74
33;2982.83
34;2498.36
35;2490.11
36;2745.8
37;2310.76
38;2405.02
39;2718.72
40;3577.55
41;2478.71
42;2782.53
43;3031.46
44;2584.79
45;2038.24
46;3229.47
47;2499.88
48;1925.46
49;2151.76
50;1610.6
51;2057.29
0;8780.15
1;6900.94
2;7292.08
3;7324.92
4;5104.74
5;4698.19
6;2966.77
7;2933.95
8;2371.09
9;3254.64
10;3665.62
11;4268.78
12;2709.41
13;3002.5
14;3957.04
15;4303.93
16;6848.76
17;4426.44
18;4617.21
19;3885.79
20;5446.24
21;5147.5
22;3072.46
23;5289.63
24;2617.63
25;3075.46
26;4785.67
27;3782.07
28;6353.19
29;5043.08
30;5461.83
31;5495.95
32;5578.04
33;7296.3
34;5737.78
35;4698.5
36;4548.77
37;5957.21
38;4382.72
39;4310.34
40;2777.38
41;4152.94
42;6507.49
43;3448.63
44;4341.33
45;5687.19
46;4172.75
47;4907.41
48;2888.62
49;1699.0
50;6715.18
51;3788.6
0;7422.47
1;6499.82
2;6991.24
3;5936.27
4;5175.81
5;6755.96
6;7451.55
7;9192.79
8;8638.12
9;9307.99
10;12357.55
11;6593.87
12;6825.19
13;7128.73
14;4881.79
15;7622.55
16;10567.84
17;10535.93
18;10004.86
19;10949.5
20;10066.22
21;8593.93
22;7178.36
23;6428.81
24;8064.16
25;10481.04
26;11633.27
27;14656.29
28;12799.12
29;13840.92
30;14390.21
31;11605.98
32;11593.7
33;14755.15
34;17519.51
35;17775.41
36;15735.77
37;14281.66
38;14328.05
39;15287.62
40;13824.58
41;9530.76
42;12545.98
43;14618.92
44;10924.58
45;10159.47
46;12418.02
47;13645.72
48;10849.4
49;12251.87
50;14035.18
51;17296.85
0;749.03
1;679.51
2;852.98
3;1313.49
4;1161.01
5;1158.22
6;1387.96
7;1269.64
8;1383.12
9;1973.01
10;1329.64
11;1366.39
12;1849.29
13;1151.64
14;1513.77
15;1390.96
16;2278.16
17;2181.39
18;1973.39
19;1531.14
20;2156.53
21;1238.66
22;1190.83
23;753.64
24;1279.45
25;1383.67
26;1402.53
27;1698.9
28;1517.59
29;1726.96
30;2154.53
31;2254.02
32;2614.93
33;2295.39
34;1889.99
35;2284.48
36;3182.2
37;3221.99
38;2808.98
39;2274.19
40;2059.01
41;1253.46
42;2337.44
43;2224.4
44;1860.35
45;1784.02
46;2253.42
47;1427.11
48;1441.14
49;3448.42
50;1663.25
51;1339.36
0;32041.32
1;29471.57
2;24664.21
3;21986.87
4;23344.7
5;28577.15
6;30958.65
7;32097.19
8;34437.74
9;30717.28
10;31802.25
11;28422.94
12;30507.45
13;28183.63
14;30393.35
15;29440.58
16;30307.58
17;34522.02
18;31850.38
19;32159.33
20;34667.31
21;32696.45
22;27102.7
23;28602.01
24;34274.47
25;40423.05
26;33557.37
27;37004.14
28;33795.51
29;30028.0
30;31775.42
31;31193.34
32;30302.51
33;32022.52
34;27541.24
35;30001.14
36;29227.44
37;31363.93
38;36535.72
39;34062.08
40;34244.34
41;36469.37
42;33434.23
43;36993.47
44;40390.21
45;39967.69
46;46329.16
47;30193.16
48;30207.8
49;29669.53
50;37617.95
51;34190.37
0;27118.17
1;25645.44
2;67512.97
3;12668.99
4;20992.27
5;57410.08
6;12928.53
7;22300.6
8;62592.4
9;16496.39
10;17590.21
11;26547.99
12;35183.28
13;18034.01
14;18014.56
15;17959.18
16;18433.15
17;50198.43
18;17148.39
19;30519.41
20;18149.27
21;18054.18
22;23093.97
23;55813.66
24;24707.16
25;24954.8
26;41116.32
27;32394.98
28;24034.25
29;26864.42
30;41728.28
31;22950.59
32;30795.99
33;26757.91
34;26104.52
35;40141.38
36;28675.93
37;63498.04
38;27428.43
39;59406.24
40;62866.23
41;25244.87
42;60658.97
43;30280.67
44;28687.98
45;25692.22
46;57669.71
47;39672.8
48;30862.91
49;51904.44
50;43116.44
51;32927.82
0;3905.44
1;4400.55
2;3270.51
3;3494.91
4;3817.84
5;4163.25
6;4301.53
7;4292.52
8;5676.99
9;5657.77
10;5627.1
11;6683.43
12;5592.18
13;6250.05
14;5430.92
15;5345.41
16;5552.08
17;6106.73
18;6846.72
19;6123.23
20;7429.61
21;6466.04
22;6381.57
23;6069.35
24;6764.37
25;6774.43
26;5676.88
27;5444.87
28;6913.18
29;7277.02
30;9214.37
31;10570.74
32;17956.34
33;10626.54
34;11843.43
35;8109.67
36;7895.99
37;6453.51
38;4859.09
39;5373.53
40;4249.61
41;3851.7
42;6539.55
43;5491.23
44;3990.91
45;4322.52
46;5749.75
47;4385.19
48;3359.58
49;3496.27
50;3862.72
51;3397.0
0;4116.38
1;3999.44
2;3565.0
3;3089.71
4;2729.66
5;3609.47
6;3559.21
7;4199.95
8;4659.79
9;4174.55
10;4738.31
11;5694.0
12;4466.07
13;4046.31
14;3201.26
15;4609.25
16;5114.38
17;5052.41
18;5916.44
19;5611.72
20;7908.2
21;5359.81
22;6734.91
23;5879.03
24;6873.18
25;5999.26
26;6163.88
27;6691.69
28;6991.11
29;9207.05
30;10092.91
31;12446.65
32;12407.01
33;10726.99
34;12425.42
35;9505.74
36;8170.13
37;6492.79
38;4893.26
39;5559.67
40;3345.52
41;5834.95
42;5746.55
43;4298.37
44;4120.01
45;3487.35
46;4719.47
47;3916.98
48;3860.33
49;3480.66
50;2914.35
51;4212.16
0;4367.47
1;3569.54
2;3195.92
3;3016.06
4;3158.95
5;3794.44
6;3846.37
7;4632.15
8;5784.88
9;4336.41
10;5199.39
11;8171.34
12;5828.18
13;5760.76
14;4691.87
15;5971.62
16;7012.8
17;6607.42
18;7637.57
19;7244.44
20;7947.92
21;5802.91
22;7695.34
23;7688.92
24;8970.72
25;7883.53
26;7676.74
27;8892.2
28;9840.34
29;13703.15
30;18116.76
31;22034.63
32;21537.11
33;21425.19
34;21016.71
35;15271.18
36;10387.69
37;10200.38
38;6849.71
39;6479.15
40;5490.76
41;6392.65
42;6050.63
43;6110.51
44;4664.67
45;4508.41
46;5184.57
47;4941.74
48;5411.77
49;5621.32
50;5128.06
51;4414.29
0;4946.4
1;5161.57
2;5141.65
3;7422.92
4;4643.81
5;4955.07
6;4984.88
7;5951.51
8;5479.7
9;5859.11
10;5469.71
11;5232.0
12;6005.54
13;5472.45
14;6595.69
15;6405.75
16;5975.27
17;6389.53
18;9578.9
19;7357.97
20;7260.07
21;6833.71
22;8182.86
23;9560.55
24;13720.73
25;9756.1
26;9219.97
27;9753.85
28;10339.48
29;9557.56
30;10430.71
31;11399.34
32;13045.36
33;27835.34
34;8315.7
35;9637.66
36;9164.67
37;8205.75
38;9013.89
39;9959.6
40;7875.19
41;9075.16
42;9666.61
43;45355.38
44;8785.09
45;7436.13
46;8676.28
47;13195.65
48;9707.59
49;37233.34
50;7598.26
51;9213.49
0;8704.72
1;11727.34
2;12242.29
3;5564.87
4;7022.99
5;7438.22
6;8438.39
7;8902.22
8;9456.39
9;9164.19
10;7576.11
11;7472.6
12;8490.07
13;8898.69
14;10284.23
15;10361.87
16;9341.22
17;9085.45
18;10817.27
19;9064.11
20;8902.03
21;10242.52
22;10276.01
23;9159.44
24;9760.46
25;16352.08
26;12946.65
27;11055.46
28;11438.64
29;10372.71
30;10940.85
31;12044.14
32;10914.03
33;10480.68
34;10506.78
35;10698.67
36;10267.95
37;10665.71
38;11171.13
39;8962.77
40;12951.28
41;8349.37
42;9468.77
43;20407.13
44;11764.76
45;12775.39
46;15054.25
47;18623.99
48;11132.08
49;14473.73
50;20089.52
51;19089.36
0;14081.58
1;13703.79
2;13713.65
3;15144.79
4;13218.02
5;14355.23
6;17078.8
7;17886.78
8;17582.93
9;19311.21
10;12642.11
11;14031.73
12;15346.87
13;11798.62
14;15197.42
15;14802.78
16;15510.69
17;15201.2
18;15111.33
19;15289.67
20;15564.78
21;13936.04
22;15953.01
23;19558.81
24;23141.66
25;23306.75
26;19868.9
27;23502.62
28;23972.69
29;22886.87
30;24581.46
31;29319.95
32;31271.46
33;33676.05
34;29248.72
35;31950.47
36;28984.95
37;28220.45
38;26530.7
39;28094.96
40;21370.71
41;21389.7
42;20111.3
43;49820.01
44;37223.45
45;24986.4
46;27556.76
47;57802.02
48;27146.81
49;41482.48
50;29676.78
51;22630.58
0;21378.66
1;22819.1
2;53336.93
3;16605.6
4;17765.82
5;64822.88
6;27437.74
7;31602.66
8;55167.3
9;25757.73
10;23132.95
11;26750.05
12;34022.57
13;24607.2
14;17859.24
15;22913.05
16;23890.32
17;48176.23
18;34978.87
19;47726.72
20;27798.35
21;26756.69
22;27737.07
23;49484.06
24;25100.98
25;29929.57
26;46229.47
27;38093.47
28;31901.63
29;33404.92
30;53822.93
31;30993.39
32;33553.42
33;37079.86
34;37257.59
35;39909.48
36;36734.87
37;61024.8
38;29692.3
39;56106.52
40;51355.58
41;26717.98
42;47476.51
43;24530.11
44;35183.3
45;37469.0
46;54484.31
47;40334.59
48;29354.75
49;44616.23
50;46687.01
51;33795.91
0;3617.71
1;3240.71
2;3893.76
3;3775.9
4;3543.38
5;3128.95
6;3595.26
7;4719.1
8;4052.15
9;4663.44
10;4333.43
11;4198.66
12;3776.95
13;2725.27
14;3850.51
15;3338.53
16;4032.41
17;4295.83
18;4907.1
19;4371.78
20;3813.54
21;3856.28
22;3851.22
23;4076.63
24;4614.82
25;3840.59
26;3772.87
27;3191.86
28;3921.5
29;3556.7
30;3405.9
31;3812.69
32;5434.12
33;3783.3
34;3336.76
35;3545.7
36;4376.04
37;4030.76
38;3601.21
39;3194.76
40;4156.05
41;5224.18
42;4954.18
43;4830.76
44;3614.76
45;3363.2
46;6072.82
47;3977.03
48;2865.92
49;3024.32
50;2304.3
51;3351.76
0;56297.88
1;52488.05
2;59392.62
3;52066.09
4;48739.53
5;49426.32
6;57245.86
7;57570.79
8;57066.49
9;65708.3
10;60543.94
11;59217.48
12;59719.09
13;62096.82
14;66134.27
15;70718.4
16;62392.78
17;75913.85
18;70321.03
19;62132.94
20;79568.82
21;59918.41
22;62027.52
23;56107.03
24;59760.16
25;64364.81
26;55512.87
27;54782.92
28;51786.11
29;49534.9
30;51748.65
31;62670.56
32;56568.67
33;56625.63
34;42345.48
35;61953.59
36;66454.5
37;71697.82
38;76942.46
39;60007.19
40;71375.61
41;66049.13
42;56752.92
43;80536.06
44;81291.05
45;77922.66
46;65372.85
47;64156.46
48;58961.59
49;65242.77
50;53328.53
51;53494.91
0;25732.69
1;25412.6
2;24743.66
3;26746.71
4;24450.39
5;23612.0
6;30790.79
7;32091.23
8;29978.74
9;29706.6
10;29054.81
11;33922.49
12;31299.72
13;22416.55
14;27123.43
15;25470.62
16;30582.99
17;33530.11
18;37578.78
19;36529.07
20;29598.14
21;28234.61
22;33855.61
23;35667.73
24;37288.73
25;27947.09
26;29549.92
27;25842.76
28;27578.12
29;30089.62
30;29247.9
31;30206.24
32;30978.21
33;30778.46
34;30991.09
35;33155.61
36;34095.71
37;29548.36
38;30801.68
39;29745.23
40;33825.57
41;44030.34
42;46965.06
43;47299.44
44;37584.04
45;31775.03
46;50546.78
47;35085.7
48;23809.3
49;25740.0
50;23690.65
51;27365.89
0;1723.36
1;1711.63
2;2568.24
3;1153.0
4;1180.38
5;3886.59
6;1807.99
7;1837.88
8;3213.0
9;1405.75
10;1727.27
11;2180.46
12;2887.52
13;1992.05
14;1534.35
15;1843.62
16;1815.62
17;4317.12
18;1553.92
19;4058.22
20;2290.54
21;2184.03
22;2588.12
23;4216.12
24;2786.45
25;3162.45
26;4088.37
27;4436.79
28;3099.58
29;3143.38
30;4539.36
31;2882.1
32;2605.01
33;3166.83
34;4147.44
35;4160.45
36;4029.03
37;6356.7
38;2703.36
39;5611.76
40;6982.04
41;3237.43
42;4836.49
43;3505.54
44;4655.86
45;4449.11
46;5788.14
47;6444.84
48;3313.55
49;4363.13
50;4780.87
51;5782.7
0;7851.73
1;5230.35
2;2368.84
3;2339.64
4;3886.94
5;5054.8
6;5712.92
7;4963.92
8;7189.48
9;6581.8
10;7031.45
11;4180.11
12;5141.68
13;3327.1
14;4036.73
15;4096.12
16;4167.78
17;4241.75
18;4065.69
19;3522.67
20;3502.37
21;3956.75
22;3005.89
23;3095.1
24;4163.22
25;4129.23
26;3134.16
27;3485.49
28;2937.84
29;3892.36
30;3762.06
31;4105.58
32;3450.38
33;3593.05
34;3240.47
35;3030.87
36;3324.7
37;3217.19
38;3420.17
39;3137.41
40;3795.21
41;3409.93
42;2261.62
43;3534.37
44;3091.01
45;4234.28
46;3707.77
47;2688.02
48;4131.86
49;2923.4
50;3762.18
51;3597.07
0;1652.19
1;2491.77
2;2134.92
3;1803.0
4;1023.37
5;1052.37
6;1350.16
7;1552.91
8;1038.67
9;1566.33
10;1398.54
11;1599.13
12;1130.91
13;657.42
14;876.35
15;1602.4
16;2097.4
17;940.43
18;1617.91
19;588.87
20;1295.6
21;894.87
22;1069.67
23;482.26
24;419.98
25;1014.02
26;1643.24
27;896.16
28;1365.23
29;2145.03
30;2520.87
31;2279.15
32;2080.23
33;2269.27
34;2721.25
35;2102.93
36;1062.54
37;1742.87
38;1690.53
39;753.78
40;810.61
41;846.47
42;1884.54
43;2108.82
44;1926.71
45;561.1
46;1283.8
47;1285.09
48;845.05
49;627.8
50;762.15
51;593.39
0;2161.84
1;2078.74
2;1844.95
3;1739.62
4;1685.8
5;1983.73
6;2807.44
7;1802.37
8;1541.99
9;1098.67
10;1162.28
11;1732.8
12;1402.83
13;930.74
14;1738.65
15;1254.81
16;1786.45
17;1279.51
18;998.28
19;1187.99
20;1250.53
21;1200.48
22;697.76
23;1108.9
24;2377.5
25;2108.32
26;2098.65
27;1346.16
28;2026.74
29;2275.26
30;2091.42
31;1961.33
32;1916.43
33;2622.05
34;3590.4
35;3775.87
36;3118.18
37;1723.93
38;1998.39
39;2210.49
40;3313.75
41;2301.7
42;2681.85
43;2901.01
44;2650.48
45;1986.05
46;2953.53
47;2109.19
48;1460.04
49;1751.2
50;1258.62
51;1885.48
0;549787.59
1;531478.24
2;624300.31
3;514112.96
4;507830.81
5;584276.79
6;511347.26
7;605197.12
8;647789.17
9;560830.54
10;518034.86
11;519892.67
12;557392.73
13;501814.87
14;515240.82
15;552059.64
16;593797.17
17;670005.94
18;666276.26
19;644689.71
20;625259.0
21;573873.0
22;580826.0
23;650389.0
24;608845.0
25;668233.0
26;659947.03
27;638192.89
28;646098.42
29;640448.59
30;716942.71
31;714266.31
32;761972.65
33;861671.11
34;912681.57
35;872239.07
36;675907.97
37;810018.27
38;661842.02
39;674551.02
40;682640.03
41;644584.67
42;783913.05
43;814484.79
44;673446.69
45;616177.0
46;730874.31
47;740896.97
48;556368.86
49;713120.0
50;669528.88
51;612910.15
0;142710.36
1;144120.63
2;228520.16
3;139927.17
4;174210.66
5;223979.09
6;124812.43
7;201480.84
8;242525.92
9;140994.25
10;139473.83
11;143146.85
12;176416.14
13;143436.75
14;119727.18
15;135524.9
16;147088.73
17;220337.3
18;182568.08
19;214374.59
20;170475.9
21;160585.07
22;159233.08
23;227872.88
24;161657.89
25;195265.06
26;228925.49
27;214929.13
28;194492.22
29;192122.01
30;251074.96
31;203951.84
32;229340.78
33;233387.28
34;378778.68
35;389892.07
36;191660.54
37;262870.62
38;194132.3
39;263845.02
40;271984.49
41;236130.36
42;330353.76
43;218957.86
44;188334.19
45;166334.97
46;246616.27
47;216484.22
48;166494.38
49;251749.94
50;223156.55
51;187548.3
0;7155.63
1;6255.19
2;7836.65
3;4638.1
4;6249.43
5;8175.94
6;7603.07
7;7296.25
8;6447.44
9;7664.36
10;7346.43
11;8059.96
12;8150.95
13;5023.44
14;6608.39
15;10554.69
16;11459.06
17;11341.36
18;11538.97
19;10167.7
20;8369.4
21;7977.11
22;6864.82
23;6689.54
24;13816.71
25;11456.41
26;11100.27
27;13506.32
28;13363.66
29;13968.18
30;14314.2
31;16514.55
32;13607.51
33;12166.64
34;19634.24
35;11075.85
36;8335.28
37;9073.21
38;7485.54
39;7771.97
40;6046.98
41;10407.27
42;8743.37
43;8720.44
44;7309.84
45;9271.68
46;7210.19
47;7324.06
48;5508.2
49;6861.73
50;6182.81
0;1714.92
1;1472.84
2;1886.63
3;1364.73
4;1646.78
5;1862.7
6;2084.37
7;2674.0
8;1326.8
9;1913.99
10;1939.89
11;2179.44
12;2492.82
13;2019.71
14;2137.53
15;3501.41
16;2194.77
17;1922.46
18;1926.01
19;1609.03
20;1545.79
21;1553.42
22;1811.44
23;2399.74
24;2173.2
25;3529.44
26;1922.75
27;974.27
28;887.29
29;1007.03
30;1117.44
31;1193.06
32;1259.86
33;2103.64
34;1604.0
35;2328.82
36;2058.73
37;2161.66
38;1903.46
39;1705.39
40;1733.01
41;1822.67
42;1704.24
43;1485.73
44;1282.87
45;1247.8
46;1252.86
47;1305.94
48;1506.87
49;1496.73
50;1676.05
51;1145.5
0;5456.42
1;9420.9
2;13253.78
3;9990.29
4;7754.46
5;9756.02
6;11118.24
7;12410.85
8;7568.41
9;16790.96
10;17664.37
11;19264.55
12;7057.34
13;7914.63
14;8231.32
15;13016.7
16;15106.95
17;18482.13
18;12432.9
19;13049.21
20;24308.08
21;14463.16
22;11619.75
23;16805.05
24;17311.07
25;20324.1
26;16159.03
27;16577.89
28;16462.75
29;12826.69
30;8848.72
31;11405.47
32;10861.36
33;9663.49
34;11049.83
35;9858.95
36;8352.12
37;7130.98
38;9283.54
39;8926.81
40;7435.68
41;6967.87
42;6619.18
43;5069.92
44;5258.5
45;5737.5
46;5420.87
47;6591.53
48;6193.73
49;5227.45
50;5614.09
51;7953.26
0;17061.38
1;14030.99
2;16245.8
3;13989.25
4;12675.57
5;13147.71
6;11635.47
7;14538.3
8;17148.36
9;17434.69
10;16843.53
11;18612.87
12;18289.28
13;21533.64
14;22735.52
15;20395.74
16;19197.78
17;14070.94
18;20525.55
19;16889.91
20;18071.5
21;14788.87
22;17266.59
23;21633.42
24;17213.93
25;17234.83
26;20251.16
27;16906.19
28;18801.3
29;22921.36
30;23435.02
